"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","joao-MacPro",,,,"User:","joao"
"Cmdline:","dstat -a -v --output ./dstat_2_thread.csv",,,,"Date:","13 May 2019 19:16:53 WEST"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,
41.428,2.449,56.081,0.042,0,0,229376,406,5527,0,0,6286,16536,4,0,37,4554878976,21704286208,2278072320,35479244800,0,0,0,229376,6288,16512,41.376,2.446,56.136,0.041,0
6.561,1.786,91.653,0,0,0,57344,30706,33209,0,0,2945,7471,1,0,57,4596404224,21660999680,2278072320,35479334912,0,0,0,57344,2943,7467,6.567,1.787,91.646,0,0
5.858,1.662,92.480,0,0,0,4096,55064,56117,0,0,2598,6879,2,0,12,4631367680,21624791040,2278072320,35479334912,0,0,0,4096,2598,6882,5.858,1.662,92.480,0,0
5.738,0.956,93.306,0,0,0,0,238849,240033,0,0,2008,7840,1,0,7,4714201088,21541965824,2278072320,35479330816,0,0,0,0,2008,7837,5.738,0.956,93.306,0,0
3.779,1.121,95.100,0,0,0,0,137178,138262,0,0,2017,8738,1,0,2,4745793536,21510373376,2278072320,35479330816,0,0,0,0,2019,8748,3.774,1.120,95.106,0,0
3.121,1.540,95.339,0,0,0,0,122722,123351,0,0,2062,8081,1,0,7,4775292928,21480865792,2278072320,35479339008,0,0,0,0,2060,8075,3.124,1.541,95.335,0,0
3.039,1.915,95.004,0.042,0,0,102400,132584,133088,0,0,2169,8561,1,0,7,4802461696,21453697024,2278072320,35479339008,0,0,0,102400,2169,8567,3.039,1.915,95.004,0.042,0
2.960,1.709,95.331,0,0,0,0,129129,129758,0,0,1896,8102,1,0,7,4832841728,21423316992,2278072320,35479339008,0,0,0,0,1896,8100,2.957,1.708,95.335,0,0
2.875,0.625,96.500,0,0,0,0,135808,136732,0,0,1680,8152,2,0,7,4863234048,21392924672,2278072320,35479339008,0,0,0,0,1680,8153,2.879,0.626,96.496,0,0
3.371,1.540,95.089,0,0,0,0,138541,139815,0,0,2078,9502,1,0,2,4887470080,21368688640,2278072320,35479339008,0,0,0,0,2078,9505,3.367,1.538,95.096,0,0
3.995,1.789,94.216,0,0,0,188416,364156,364548,0,0,3284,10201,2,0,28,4443672576,21812461568,2278072320,35479339008,0,0,0,188416,3286,10196,4,1.792,94.208,0,0
3.722,2.551,93.350,0.376,0,0,1081344,0,1072,0,0,6349,24292,1,0,97,4470566912,21730869248,2278084608,35533955072,0,0,0,1081344,6347,24295,3.721,2.550,93.353,0.376,0
3.968,2.506,93.191,0.334,0,0,827392,0,627,0,0,5328,25662,2,0,54,4472672256,21665443840,2278092800,35597266944,0,0,0,827392,5330,25677,3.968,2.506,93.191,0.334,0
4.563,1.716,93.721,0,0,0,0,0,377,0,0,3963,28077,1,0,10,4466053120,21549326336,2278092800,35720695808,0,0,0,0,3961,28064,4.564,1.717,93.719,0,0
4.470,2.966,92.565,0,0,0,0,0,252,0,0,3795,31565,1,0,7,4463259648,21364178944,2278092800,35908653056,0,0,0,0,3796,31589,4.462,2.961,92.577,0,0
4.064,2.807,93.004,0.126,0,0,462848,0,377,0,0,4048,28359,0,1,7,4435841024,21224710144,2278105088,36075528192,0,0,0,462848,4047,28323,4.064,2.807,92.962,0.168,0
3.821,2.284,93.397,0.498,0,0,1536000,0,504,0,0,6591,20973,0,1,106,4438355968,21185851392,2278129664,36111896576,0,0,0,1540096,6592,20979,3.822,2.285,93.436,0.457,0
2.705,1.332,95.839,0.125,0,0,405504,0,504,0,0,3158,4673,3,0,42,4432105472,21164687360,2278129664,36139311104,0,0,0,401408,3158,4684,2.707,1.333,95.835,0.125,0
0.125,0.501,99.374,0,0,0,0,0,504,0,0,683,1319,0,0,2,4432130048,21164662784,2278129664,36139311104,0,0,0,0,682,1302,0.125,0.500,99.375,0,0
0.292,1.250,98.458,0,0,0,0,0,252,0,0,950,1555,0,0,7,4432027648,21164765184,2278129664,36139311104,0,0,0,0,950,1555,0.292,1.250,98.458,0,0
0.167,1.043,98.790,0,0,0,0,93,423,0,0,845,1175,0,0,8,4432703488,21164085248,2278129664,36139315200,0,0,0,0,845,1175,0.167,1.043,98.790,0,0
0.292,1.208,98.500,0,0,0,0,506,701,0,0,982,1384,0,0,7,4433567744,21163220992,2278129664,36139315200,0,0,0,0,982,1384,0.292,1.208,98.500,0,0
0.167,0.626,99.165,0.042,0,0,299008,0,0,0,0,727,1347,1,0,7,4433711104,21163073536,2278129664,36139319296,0,0,0,299008,727,1347,0.167,0.627,99.164,0.042,0
0.167,0.751,98.456,0.626,0,0,106430464,0,420,0,0,1707,1010,0,0,2,4433440768,21163339776,2278133760,36139319296,0,0,0,106430464,1707,1010,0.167,0.750,98.458,0.625,0
0.250,1.293,98.456,0,0,0,12288,0,70,0,0,961,1596,0,0,8,4432072704,21164707840,2278133760,36139319296,0,0,0,12288,961,1596,0.250,1.293,98.456,0,0
0.375,1.251,98.374,0,0,0,0,0,700,0,0,1035,1794,2,0,10,4424851456,21171933184,2278133760,36139323392,0,0,0,0,1036,1811,0.375,1.251,98.374,0,0
0.458,1.083,98.459,0,0,0,0,0,70,0,0,893,1302,1,0,7,4424523776,21172260864,2278133760,36139323392,0,0,0,0,893,1287,0.459,1.084,98.457,0,0
1.376,0.667,97.873,0.083,0,0,266240,18446744073708607488,18446744073709004800,0,0,3348,6786,2,0,52,4419461120,21178130432,2278133760,36139266048,0,0,0,266240,3347,6802,1.374,0.666,97.876,0.083,0
0.334,1.463,95.069,3.134,0,0,218165248,0,515,0,0,2344,1835,0,1,3,4419428352,21183512576,2278133760,36139266048,0,0,0,218165248,2346,1819,0.334,1.462,95.029,3.175,0
3.375,2.375,91.833,2.417,0,16384,132575232,18446744073709533184,18446744073709301760,0,0,7297,14129,1,0,97,4120707072,21482356736,2278158336,36139249664,0,0,16384,132575232,7295,14127,3.376,2.376,91.872,2.376,0
3.338,2.795,93.492,0.375,0,0,4071424,18446744073709031424,18446744073708830720,0,0,8775,15544,0,0,81,3781988352,21825605632,2278162432,36139155456,0,0,0,4071424,8775,15544,3.336,2.794,93.495,0.375,0
0.250,1.083,98.667,0,0,0,0,0,84,0,0,532,858,1,0,5,3782017024,21825572864,2278162432,36139159552,0,0,0,0,532,858,0.250,1.085,98.665,0,0
0.125,0.292,99.583,0,0,0,0,80,248,0,0,519,1088,0,0,0,3781824512,21825765376,2278162432,36139159552,0,0,0,0,519,1088,0.125,0.292,99.583,0,0
2.831,2.914,93.838,0.416,0,0,2465792,18446744073709549568,18446744073709533184,0,0,6247,12300,1,0,114,3696119808,22337523712,2278162432,35716005888,0,0,0,2465792,6247,12300,2.832,2.915,93.836,0.416,0
4.341,2.976,92.683,0,0,0,0,0,0,0,0,10962,16258,1,0,368,3674329088,22359592960,2278162432,35715686400,0,0,0,0,10962,16258,4.342,2.978,92.680,0,0
4.657,2.328,91.518,1.497,0,0,33591296,240,240,0,0,5759,12614,2,2,76,3696119808,22337179648,2278174720,35716308992,0,0,0,33591296,5768,12632,4.659,2.329,91.514,1.498,0
8.574,5.563,84.065,1.798,0,16384,22188032,0,1412,0,0,17993,46973,3,2,589,3869978624,22136446976,2278187008,35740663808,0,0,16384,22876160,17995,46973,8.574,5.563,84.065,1.798,0
5.802,1.823,87.650,4.724,0,7716864,136294400,80,9683,0,0,5712,10804,4,2,83,3958370304,21862633472,2278195200,35923312640,0,0,7716864,135606272,5702,10803,5.802,1.823,87.650,4.724,0
17.873,4.882,72.404,4.841,0,0,64151552,240,7324,0,0,11888,35083,5,0,239,4065058816,21747306496,2278207488,35929858048,0,0,0,64151552,11887,35088,17.873,4.882,72.404,4.841,0
18.201,2.848,78.828,0.124,0,0,1642496,80,6809,0,0,7573,23412,5,0,106,4214968320,21622439936,2278207488,35902595072,0,0,0,1642496,7575,23402,18.193,2.847,78.837,0.124,0
22.391,2.671,74.938,0,0,0,0,160,2761,0,0,4786,20712,8,0,54,4355448832,21479088128,2278207488,35902623744,0,0,0,0,4785,20705,22.391,2.671,74.938,0,0
34.821,2.294,62.844,0.042,0,0,212992,25870,30913,0,0,6417,26796,7,0,60,4478025728,21354725376,2278215680,35902697472,0,0,0,212992,6416,26793,34.835,2.295,62.829,0.042,0
45.923,1.830,52.246,0,0,0,4096,7306,9390,0,0,6468,19577,6,0,11,4605804544,21225209856,2278215680,35902754816,0,0,0,4096,6468,19578,45.943,1.831,52.226,0,0
5.085,2.501,92.038,0.375,0,0,1253376,18779,19752,0,0,8043,21241,1,0,135,4436209664,21366423552,2278219776,35931131904,0,0,0,1253376,8044,21262,5.077,2.497,92.052,0.375,0
3.912,2.747,93.050,0.291,0,0,860160,271,1535,0,0,5284,23526,2,0,54,4435456000,21310058496,2278223872,35988230144,0,0,0,860160,5284,23534,3.912,2.747,93.050,0.291,0
5.106,2.615,92.279,0,0,0,0,0,879,0,0,3616,28316,4,0,7,4432486400,21205667840,2278223872,36095623168,0,0,0,0,3616,28334,5.106,2.615,92.279,0,0
4.357,2.095,93.506,0.042,0,0,0,0,629,0,0,3125,26230,3,0,7,4433076224,21048557568,2278223872,36252143616,0,0,0,0,3127,26210,4.362,2.097,93.498,0.042,0
4.639,1.964,93.397,0,0,0,0,0,629,0,0,3133,26141,1,0,2,4431978496,20891471872,2278223872,36409155584,0,0,0,0,3132,26143,4.635,1.962,93.403,0,0
4.691,2.823,92.196,0.291,0,0,847872,0,924,0,0,5872,25318,3,0,60,4433149952,20782878720,2278227968,36515069952,0,0,0,847872,5871,25312,4.689,2.822,92.199,0.290,0
3.964,2.477,93.022,0.537,0,0,1527808,0,504,0,0,5386,13785,1,0,78,4400119808,20766449664,2278227968,36563300352,0,0,0,1527808,5385,13759,3.969,2.480,93.014,0.537,0
1.126,1.293,97.580,0,0,0,0,0,1274,0,0,1593,2724,2,0,16,4408098816,20758503424,2278227968,36563169280,0,0,0,0,1595,2750,1.125,1.291,97.584,0,0
0.125,0.375,99.499,0,0,0,0,0,392,0,0,657,1126,1,0,7,4409491456,20757110784,2278227968,36563169280,0,0,0,0,655,1100,0.125,0.376,99.499,0,0
0.167,0.876,98.957,0,0,0,0,0,1072,0,0,874,1276,0,0,2,4408745984,20757839872,2278227968,36563169280,0,0,0,0,874,1276,0.167,0.876,98.957,0,0
0.250,1.126,98.624,0,0,0,0,0,627,0,0,883,1304,0,0,7,4409876480,20756721664,2278227968,36563173376,0,0,0,0,883,1304,0.250,1.126,98.624,0,0
